index  support   support_data
 1693  27.000        frozenset({'root vegetables', 'newspapers', 'beef'})
 1694  32.000        frozenset({'whole milk', 'rolls/buns', 'meat'})
 1695  27.000        frozenset({'chocolate', 'other vegetables', 'citrus fruit'})
 1696  26.000        frozenset({'other vegetables', 'ham', 'pip fruit'})
 1697  39.000        frozenset({'hamburger meat', 'yogurt', 'whole milk'})
 1698  38.000        frozenset({'bottled water', 'other vegetables', 'whipped/sour cream'})
 1699  31.000        frozenset({'pork', 'frozen vegetables', 'whole milk'})
 1700  26.000        frozenset({'beef', 'curd', 'whole milk'})
 1701  40.000        frozenset({'yogurt', 'whipped/sour cream', 'soda'})
 1702  79.000        frozenset({'root vegetables', 'beef', 'whole milk'})
 1703  50.000        frozenset({'newspapers', 'tropical fruit', 'whole milk'})
 1704  50.000        frozenset({'rolls/buns', 'frozen vegetables', 'whole milk'})
 1705  47.000        frozenset({'other vegetables', 'fruit/vegetable juice', 'citrus fruit'})
 1706  39.000        frozenset({'pastry', 'other vegetables', 'sausage'})
 1707  34.000        frozenset({'domestic eggs', 'curd', 'other vegetables'})
 1708  29.000        frozenset({'root vegetables', 'sausage', 'citrus fruit'})
 1709  31.000        frozenset({'pastry', 'tropical fruit', 'soda'})
 1710  26.000        frozenset({'root vegetables', 'tropical fruit', 'napkins'})
 1711  51.000        frozenset({'other vegetables', 'margarine', 'rolls/buns'})
 1712  33.000        frozenset({'pastry', 'other vegetables', 'brown bread'})
 1713  39.000        frozenset({'beef', 'pork', 'whole milk'})
 1714  37.000        frozenset({'other vegetables', 'flour', 'whole milk'})
 1715  42.000        frozenset({'yogurt', 'shopping bags', 'soda'})
 1716  99.000        frozenset({'yogurt', 'curd', 'whole milk'})
 1717  28.000        frozenset({'other vegetables', 'yogurt', 'soft cheese'})
 1718  45.000        frozenset({'sliced cheese', 'yogurt', 'whole milk'})
 1719  35.000        frozenset({'root vegetables', 'whole milk', 'hygiene articles'})
 1720  38.000        frozenset({'yogurt', 'curd', 'pip fruit'})
 1721  41.000        frozenset({'bottled water', 'other vegetables', 'bottled beer'})
 1722  55.000        frozenset({'tropical fruit', 'pip fruit', 'citrus fruit'})
 1723  35.000        frozenset({'bottled water', 'margarine', 'yogurt'})
 1724  34.000        frozenset({'whole milk', 'white bread', 'pip fruit'})
 1725  89.000        frozenset({'tropical fruit', 'whole milk', 'citrus fruit'})
 1726  32.000        frozenset({'pastry', 'other vegetables', 'curd'})
 1727  25.000        frozenset({'sausage', 'whipped/sour cream', 'butter'})
 1728  34.000        frozenset({'whole milk', 'yogurt', 'soft cheese'})
 1729  38.000        frozenset({'other vegetables', 'whole milk', 'grapes'})
 1730  60.000        frozenset({'bottled water', 'bottled beer', 'whole milk'})
 1731  71.000        frozenset({'whole milk', 'tropical fruit', 'sausage'})
 1732  30.000        frozenset({'whole milk', 'butter', 'onions'})
 1733  39.000        frozenset({'hamburger meat', 'root vegetables', 'whole milk'})
 1734  39.000        frozenset({'domestic eggs', 'margarine', 'other vegetables'})
 1735  42.000        frozenset({'fruit/vegetable juice', 'whole milk', 'citrus fruit'})
 1736  28.000        frozenset({'root vegetables', 'other vegetables', 'salty snack'})
 1737  25.000        frozenset({'root vegetables', 'pork', 'citrus fruit'})
 1738  41.000        frozenset({'pastry', 'shopping bags', 'soda'})
 1739  51.000        frozenset({'other vegetables', 'yogurt', 'brown bread'})
 1740  39.000        frozenset({'other vegetables', 'white bread', 'soda'})
 1741  39.000        frozenset({'other vegetables', 'margarine', 'tropical fruit'})
 1742  25.000        frozenset({'hamburger meat', 'curd', 'whole milk'})
 1743  29.000        frozenset({'pastry', 'yogurt', 'citrus fruit'})
 1744  49.000        frozenset({'tropical fruit', 'whole milk', 'napkins'})
 1745  27.000        frozenset({'tropical fruit', 'pip fruit', 'napkins'})
 1746  27.000        frozenset({'root vegetables', 'beef', 'pork'})
 1747  27.000        frozenset({'rolls/buns', 'whipped/sour cream', 'butter'})
 1748  35.000        frozenset({'other vegetables', 'onions', 'citrus fruit'})
 1749  28.000        frozenset({'pastry', 'other vegetables', 'pork'})
 1750  30.000        frozenset({'white bread', 'whipped/sour cream', 'whole milk'})
 1751  26.000        frozenset({'margarine', 'yogurt', 'pip fruit'})
 1752  36.000        frozenset({'rolls/buns', 'cream cheese', 'whole milk'})
 1753  31.000        frozenset({'domestic eggs', 'shopping bags', 'soda'})
 1754  25.000        frozenset({'tropical fruit', 'fruit/vegetable juice', 'butter'})
 1755  26.000        frozenset({'other vegetables', 'pork', 'butter'})
 1756  69.000        frozenset({'margarine', 'yogurt', 'whole milk'})
 1757  39.000        frozenset({'other vegetables', 'frankfurter', 'tropical fruit'})
 1758  27.000        frozenset({'root vegetables', 'other vegetables', 'grapes'})
 1759  34.000        frozenset({'whole milk', 'curd', 'sausage'})
 1760  33.000        frozenset({'other vegetables', 'rolls/buns', 'onions'})
 1761  54.000        frozenset({'whole milk', 'whipped/sour cream', 'soda'})
 1762  51.000        frozenset({'root vegetables', 'yogurt', 'sausage'})
 1763  40.000        frozenset({'domestic eggs', 'brown bread', 'whole milk'})
 1764  37.000        frozenset({'domestic eggs', 'beef', 'whole milk'})
 1765  26.000        frozenset({'pastry', 'coffee', 'whole milk'})
 1766  29.000        frozenset({'shopping bags', 'whole milk', 'citrus fruit'})
 1767  42.000        frozenset({'newspapers', 'yogurt', 'tropical fruit'})
 1768  27.000        frozenset({'root vegetables', 'yogurt', 'white bread'})
 1769  44.000        frozenset({'other vegetables', 'sausage', 'citrus fruit'})
 1770  26.000        frozenset({'shopping bags', 'pip fruit', 'citrus fruit'})
 1771  34.000        frozenset({'pastry', 'soda', 'sausage'})
 1772  26.000        frozenset({'soda', 'brown bread', 'sausage'})
 1773  25.000        frozenset({'yogurt', 'specialty chocolate', 'whole milk'})
 1774  26.000        frozenset({'coffee', 'fruit/vegetable juice', 'whole milk'})
 1775  73.000        frozenset({'bottled water', 'yogurt', 'soda'})
 1776  30.000        frozenset({'other vegetables', 'soda', 'napkins'})
 1777  78.000        frozenset({'tropical fruit', 'whipped/sour cream', 'whole milk'})
 1778  33.000        frozenset({'newspapers', 'whole milk', 'citrus fruit'})
 1779  48.000        frozenset({'whole milk', 'curd', 'pip fruit'})
 1780  30.000        frozenset({'domestic eggs', 'pork', 'other vegetables'})
 1781  29.000        frozenset({'other vegetables', 'coffee', 'rolls/buns'})
 1782  41.000        frozenset({'pastry', 'whipped/sour cream', 'whole milk'})
 1783  26.000        frozenset({'domestic eggs', 'yogurt', 'pip fruit'})
 1784  32.000        frozenset({'whole milk', 'chicken', 'butter'})
 1785  66.000        frozenset({'whole milk', 'whipped/sour cream', 'butter'})
 1786  28.000        frozenset({'newspapers', 'curd', 'whole milk'})
 1787  51.000        frozenset({'other vegetables', 'beef', 'yogurt'})
 1788  28.000        frozenset({'other vegetables', 'yogurt', 'grapes'})
 1789  28.000        frozenset({'bottled water', 'yogurt', 'bottled beer'})
 1790  56.000        frozenset({'other vegetables', 'long life bakery product', 'whole milk'})
 1791  65.000        frozenset({'root vegetables', 'other vegetables', 'fruit/vegetable juice'})
 1792  36.000        frozenset({'root vegetables', 'soda', 'sausage'})
 1793  25.000        frozenset({'root vegetables', 'curd', 'whipped/sour cream'})
 1794  38.000        frozenset({'frankfurter', 'rolls/buns', 'sausage'})
 1795  33.000        frozenset({'yogurt', 'fruit/vegetable juice', 'citrus fruit'})
 1796  45.000        frozenset({'butter milk', 'yogurt', 'whole milk'})
 1797  85.000        frozenset({'yogurt', 'rolls/buns', 'soda'})
 1798  37.000        frozenset({'root vegetables', 'tropical fruit', 'soda'})
 1799  48.000        frozenset({'pastry', 'whole milk', 'citrus fruit'})
 1800  61.000        frozenset({'root vegetables', 'frozen vegetables', 'whole milk'})
 1801  29.000        frozenset({'other vegetables', 'frankfurter', 'citrus fruit'})
 1802  31.000        frozenset({'newspapers', 'margarine', 'whole milk'})
 1803  63.000        frozenset({'root vegetables', 'yogurt', 'whipped/sour cream'})
 1804  25.000        frozenset({'other vegetables', 'oil', 'citrus fruit'})
 1805  87.000        frozenset({'other vegetables', 'rolls/buns', 'sausage'})
 1806  29.000        frozenset({'bottled water', 'rolls/buns', 'bottled beer'})
 1807  56.000        frozenset({'other vegetables', 'whipped/sour cream', 'citrus fruit'})
 1808  46.000        frozenset({'pastry', 'yogurt', 'tropical fruit'})
 1809  39.000        frozenset({'margarine', 'pip fruit', 'whole milk'})
 1810  29.000        frozenset({'pastry', 'other vegetables', 'beef'})
 1811  32.000        frozenset({'whipped/sour cream', 'long life bakery product', 'whole milk'})
 1812  28.000        frozenset({'root vegetables', 'fruit/vegetable juice', 'whipped/sour cream'})
 1813  37.000        frozenset({'bottled water', 'whole milk', 'sausage'})
 1814  26.000        frozenset({'frozen vegetables', 'whole milk', 'napkins'})
 1815  35.000        frozenset({'bottled water', 'margarine', 'rolls/buns'})
 1816  33.000        frozenset({'whole milk', 'shopping bags', 'pip fruit'})
 1817  49.000        frozenset({'tropical fruit', 'frozen vegetables', 'whole milk'})
 1818  49.000        frozenset({'soda', 'whole milk', 'pip fruit'})
 1819  56.000        frozenset({'root vegetables', 'brown bread', 'whole milk'})
 1820  38.000        frozenset({'whole milk', 'yogurt', 'onions'})
 1821  30.000        frozenset({'rolls/buns', 'tropical fruit', 'napkins'})
 1822  30.000        frozenset({'rolls/buns', 'whole milk', 'hygiene articles'})
 1823  31.000        frozenset({'butter milk', 'root vegetables', 'whole milk'})
 1824  34.000        frozenset({'domestic eggs', 'pork', 'whole milk'})
 1825  33.000        frozenset({'other vegetables', 'fruit/vegetable juice', 'butter'})
 1826  42.000        frozenset({'domestic eggs', 'yogurt', 'tropical fruit'})
 1827  48.000        frozenset({'root vegetables', 'rolls/buns', 'soda'})
 1828  64.000        frozenset({'curd', 'tropical fruit', 'whole milk'})
 1829  27.000        frozenset({'curd', 'tropical fruit', 'pip fruit'})
 1830  52.000        frozenset({'other vegetables', 'yogurt', 'cream cheese'})
 1831  28.000        frozenset({'other vegetables', 'canned beer', 'whole milk'})
 1832  65.000        frozenset({'whole milk', 'rolls/buns', 'butter'})
 1833  25.000        frozenset({'root vegetables', 'whipped/sour cream', 'soda'})
 1834  28.000        frozenset({'rolls/buns', 'whipped/sour cream', 'citrus fruit'})
 1835  26.000        frozenset({'baking powder', 'whipped/sour cream', 'whole milk'})
 1836  40.000        frozenset({'rolls/buns', 'brown bread', 'other vegetables'})
 1837  40.000        frozenset({'pastry', 'rolls/buns', 'tropical fruit'})
 1838  43.000        frozenset({'hamburger meat', 'rolls/buns', 'whole milk'})
 1839  32.000        frozenset({'newspapers', 'beef', 'other vegetables'})
 1840  27.000        frozenset({'pastry', 'yogurt', 'whipped/sour cream'})
 1841  29.000        frozenset({'other vegetables', 'shopping bags', 'citrus fruit'})
 1842  26.000        frozenset({'whole milk', 'rolls/buns', 'candy'})
 1843  42.000        frozenset({'rolls/buns', 'frozen vegetables', 'other vegetables'})
 1844  38.000        frozenset({'yogurt', 'whipped/sour cream', 'butter'})
 1845  33.000        frozenset({'rolls/buns', 'tropical fruit', 'shopping bags'})
 1846  35.000        frozenset({'pastry', 'margarine', 'whole milk'})
 1847  29.000        frozenset({'root vegetables', 'yogurt', 'shopping bags'})
 1848  26.000        frozenset({'bottled water', 'coffee', 'whole milk'})
 1849  34.000        frozenset({'domestic eggs', 'rolls/buns', 'soda'})
 1850  26.000        frozenset({'tropical fruit', 'whole milk', 'cat food'})
 1851  52.000        frozenset({'rolls/buns', 'brown bread', 'whole milk'})
 1852  25.000        frozenset({'domestic eggs', 'brown bread', 'other vegetables'})
 1853  91.000        frozenset({'other vegetables', 'beef', 'whole milk'})
 1854  25.000        frozenset({'domestic eggs', 'rolls/buns', 'whipped/sour cream'})
 1855  61.000        frozenset({'root vegetables', 'curd', 'whole milk'})
 1856  46.000        frozenset({'other vegetables', 'waffles', 'whole milk'})
 1857  41.000        frozenset({'chicken', 'whipped/sour cream', 'whole milk'})
 1858  39.000        frozenset({'yogurt', 'chicken', 'whole milk'})
 1859  65.000        frozenset({'yogurt', 'cream cheese', 'whole milk'})
 1860  39.000        frozenset({'yogurt', 'whole milk', 'hygiene articles'})
 1861  33.000        frozenset({'margarine', 'fruit/vegetable juice', 'whole milk'})
 1862  33.000        frozenset({'root vegetables', 'domestic eggs', 'whipped/sour cream'})
 1863  32.000        frozenset({'other vegetables', 'frozen vegetables', 'citrus fruit'})
 1864  58.000        frozenset({'curd', 'rolls/buns', 'whole milk'})
 1865  50.000        frozenset({'root vegetables', 'frankfurter', 'whole milk'})
 1866  33.000        frozenset({'other vegetables', 'white bread', 'whipped/sour cream'})
 1867  42.000        frozenset({'whole milk', 'pork', 'soda'})
 1868  29.000        frozenset({'yogurt', 'brown bread', 'citrus fruit'})
 1869  27.000        frozenset({'bottled water', 'other vegetables', 'pork'})
 1870  57.000        frozenset({'yogurt', 'rolls/buns', 'citrus fruit'})
 1871  33.000        frozenset({'yogurt', 'tropical fruit', 'shopping bags'})
 1872  26.000        frozenset({'yogurt', 'brown bread', 'pip fruit'})
 1873  44.000        frozenset({'margarine', 'tropical fruit', 'whole milk'})
 1874  28.000        frozenset({'flour', 'sugar', 'whole milk'})
 1875  29.000        frozenset({'yogurt', 'curd', 'butter'})
 1876  62.000        frozenset({'whipped/sour cream', 'whole milk', 'citrus fruit'})
 1877  29.000        frozenset({'root vegetables', 'beef', 'butter'})
 1878  34.000        frozenset({'root vegetables', 'whipped/sour cream', 'butter'})
 1879  31.000        frozenset({'waffles', 'whipped/sour cream', 'whole milk'})
 1880  29.000        frozenset({'domestic eggs', 'yogurt', 'citrus fruit'})
 1881  34.000        frozenset({'other vegetables', 'brown bread', 'citrus fruit'})
 1882  35.000        frozenset({'other vegetables', 'chicken', 'frozen vegetables'})
 1883  26.000        frozenset({'other vegetables', 'rice', 'whole milk'})
 1884  56.000        frozenset({'pastry', 'root vegetables', 'whole milk'})
 1885  32.000        frozenset({'root vegetables', 'yogurt', 'brown bread'})
 1886  30.000        frozenset({'pastry', 'rolls/buns', 'citrus fruit'})
 1887  27.000        frozenset({'whole milk', 'whipped/sour cream', 'onions'})
 1888  97.000        frozenset({'other vegetables', 'rolls/buns', 'soda'})
 1889  30.000        frozenset({'newspapers', 'whole milk', 'sausage'})
 1890  25.000        frozenset({'soda', 'other vegetables', 'onions'})
 1891  77.000        frozenset({'rolls/buns', 'whipped/sour cream', 'whole milk'})
 1892  28.000        frozenset({'whole milk', 'rolls/buns', 'berries'})
 1893  52.000        frozenset({'yogurt', 'curd', 'tropical fruit'})
 1894  45.000        frozenset({'other vegetables', 'butter', 'citrus fruit'})
 1895  26.000        frozenset({'other vegetables', 'whole milk', 'dishes'})
 1896  34.000        frozenset({'root vegetables', 'other vegetables', 'coffee'})
 1897  78.000        frozenset({'margarine', 'rolls/buns', 'whole milk'})
 1898  59.000        frozenset({'tropical fruit', 'fruit/vegetable juice', 'whole milk'})
 1899  29.000        frozenset({'bottled water', 'canned beer', 'soda'})
 1900  60.000        frozenset({'beef', 'yogurt', 'whole milk'})
 1901  28.000        frozenset({'bottled water', 'yogurt', 'shopping bags'})
 1902  31.000        frozenset({'tropical fruit', 'fruit/vegetable juice', 'pip fruit'})
 1903  26.000        frozenset({'other vegetables', 'semi-finished bread', 'whole milk'})
 1904  47.000        frozenset({'domestic eggs', 'tropical fruit', 'other vegetables'})
 1905  121.000        frozenset({'domestic eggs', 'whole milk', 'other vegetables'})
 1906  27.000        frozenset({'beef', 'yogurt', 'butter'})
 1907  45.000        frozenset({'root vegetables', 'other vegetables', 'napkins'})
 1908  29.000        frozenset({'rolls/buns', 'margarine', 'tropical fruit'})
 1909  80.000        frozenset({'root vegetables', 'yogurt', 'tropical fruit'})
 1910  31.000        frozenset({'rolls/buns', 'yogurt', 'brown bread'})
 1911  30.000        frozenset({'whole milk', 'pip fruit', 'hygiene articles'})
 1912  46.000        frozenset({'root vegetables', 'curd', 'yogurt'})
 1913  77.000        frozenset({'other vegetables', 'tropical fruit', 'whipped/sour cream'})
 1914  33.000        frozenset({'yogurt', 'soda', 'napkins'})
 1915  31.000        frozenset({'root vegetables', 'whole milk', 'meat'})
 1916  86.000        frozenset({'rolls/buns', 'yogurt', 'tropical fruit'})
 1917  26.000        frozenset({'root vegetables', 'domestic eggs', 'pip fruit'})
 1918  25.000        frozenset({'other vegetables', 'tropical fruit', 'oil'})
 1919  29.000        frozenset({'pastry', 'domestic eggs', 'rolls/buns'})
 1920  65.000        frozenset({'newspapers', 'yogurt', 'whole milk'})
 1921  37.000        frozenset({'other vegetables', 'brown bread', 'pip fruit'})
 1922  37.000        frozenset({'whole milk', 'sugar', 'soda'})
 1923  34.000        frozenset({'yogurt', 'curd', 'rolls/buns'})
 1924  65.000        frozenset({'domestic eggs', 'rolls/buns', 'whole milk'})
 1925  35.000        frozenset({'yogurt', 'other vegetables', 'coffee'})
 1926  40.000        frozenset({'newspapers', 'brown bread', 'whole milk'})
 1927  27.000        frozenset({'domestic eggs', 'whole milk', 'onions'})
 1928  34.000        frozenset({'beef', 'soda', 'whole milk'})
 1929  45.000        frozenset({'yogurt', 'curd', 'whipped/sour cream'})
 1930  30.000        frozenset({'pastry', 'rolls/buns', 'bottled water'})
 1931  44.000        frozenset({'other vegetables', 'fruit/vegetable juice', 'soda'})
 1932  57.000        frozenset({'bottled water', 'fruit/vegetable juice', 'whole milk'})
 1933  56.000        frozenset({'domestic eggs', 'whipped/sour cream', 'whole milk'})
 1934  27.000        frozenset({'other vegetables', 'yogurt', 'salty snack'})
 1935  61.000        frozenset({'whole milk', 'tropical fruit', 'butter'})
 1936  36.000        frozenset({'whole milk', 'brown bread', 'pip fruit'})
 1937  40.000        frozenset({'margarine', 'yogurt', 'tropical fruit'})
 1938  71.000        frozenset({'root vegetables', 'yogurt', 'rolls/buns'})
 1939  30.000        frozenset({'root vegetables', 'chicken', 'citrus fruit'})
 1940  32.000        frozenset({'soda', 'sausage', 'citrus fruit'})
 1941  45.000        frozenset({'yogurt', 'whipped/sour cream', 'citrus fruit'})
 1942  83.000        frozenset({'whole milk', 'tropical fruit', 'pip fruit'})
 1943  32.000        frozenset({'root vegetables', 'domestic eggs', 'butter'})
 1944  59.000        frozenset({'other vegetables', 'rolls/buns', 'citrus fruit'})
 1945  56.000        frozenset({'domestic eggs', 'whole milk', 'citrus fruit'})
 1946  28.000        frozenset({'other vegetables', 'tropical fruit', 'dessert'})
 1947  33.000        frozenset({'other vegetables', 'cream cheese', 'whipped/sour cream'})
 1948  28.000        frozenset({'napkins', 'whole milk', 'hygiene articles'})
 1949  27.000        frozenset({'yogurt', 'cream cheese', 'soda'})
 1950  57.000        frozenset({'root vegetables', 'newspapers', 'whole milk'})
 1951  25.000        frozenset({'other vegetables', 'frozen vegetables', 'butter'})
 1952  35.000        frozenset({'whole milk', 'frankfurter', 'sausage'})
 1953  81.000        frozenset({'root vegetables', 'whole milk', 'butter'})
 1954  26.000        frozenset({'yogurt', 'rolls/buns', 'berries'})
 1955  38.000        frozenset({'bottled water', 'newspapers', 'rolls/buns'})
 1956  88.000        frozenset({'root vegetables', 'whole milk', 'pip fruit'})
 1957  45.000        frozenset({'margarine', 'yogurt', 'rolls/buns'})
 1958  27.000        frozenset({'whole milk', 'sausage', 'napkins'})
 1959  33.000        frozenset({'fruit/vegetable juice', 'long life bakery product', 'whole milk'})
 1960  53.000        frozenset({'other vegetables', 'shopping bags', 'soda'})
 1961  54.000        frozenset({'chocolate', 'other vegetables', 'whole milk'})
 1962  26.000        frozenset({'other vegetables', 'margarine', 'soda'})
 1963  34.000        frozenset({'root vegetables', 'other vegetables', 'sugar'})
 1964  32.000        frozenset({'root vegetables', 'newspapers', 'tropical fruit'})
 1965  39.000        frozenset({'yogurt', 'rolls/buns', 'shopping bags'})
 1966  75.000        frozenset({'other vegetables', 'yogurt', 'citrus fruit'})
 1967  33.000        frozenset({'citrus fruit', 'whole milk', 'napkins'})
 1968  30.000        frozenset({'other vegetables', 'brown bread', 'whipped/sour cream'})
 1969  65.000        frozenset({'other vegetables', 'whole milk', 'onions'})
 1970  31.000        frozenset({'rolls/buns', 'whipped/sour cream', 'soda'})
 1971  36.000        frozenset({'whole milk', 'dessert', 'soda'})
 1972  52.000        frozenset({'root vegetables', 'tropical fruit', 'pip fruit'})
 1973  25.000        frozenset({'pastry', 'frankfurter', 'soda'})
 1974  26.000        frozenset({'yogurt', 'fruit/vegetable juice', 'napkins'})
 1975  118.000        frozenset({'root vegetables', 'tropical fruit', 'whole milk'})
 1976  32.000        frozenset({'other vegetables', 'frozen vegetables', 'soda'})
 1977  47.000        frozenset({'pastry', 'brown bread', 'whole milk'})
 1978  108.000        frozenset({'rolls/buns', 'tropical fruit', 'whole milk'})
 1979  46.000        frozenset({'waffles', 'rolls/buns', 'whole milk'})
 1980  44.000        frozenset({'tropical fruit', 'rolls/buns', 'pip fruit'})
 1981  28.000        frozenset({'other vegetables', 'tropical fruit', 'salty snack'})
 1982  41.000        frozenset({'bottled water', 'tropical fruit', 'citrus fruit'})
 1983  92.000        frozenset({'whole milk', 'yogurt', 'butter'})
 1984  29.000        frozenset({'yogurt', 'brown bread', 'fruit/vegetable juice'})
 1985  30.000        frozenset({'bottled water', 'yogurt', 'whipped/sour cream'})
 1986  75.000        frozenset({'other vegetables', 'bottled beer', 'whole milk'})
 1987  25.000        frozenset({'other vegetables', 'coffee', 'pip fruit'})
 1988  29.000        frozenset({'whole milk', 'brown bread', 'butter'})
 1989  41.000        frozenset({'newspapers', 'tropical fruit', 'rolls/buns'})
 1990  63.000        frozenset({'other vegetables', 'coffee', 'whole milk'})
 1991  26.000        frozenset({'fruit/vegetable juice', 'dessert', 'whole milk'})
 1992  27.000        frozenset({'bottled water', 'tropical fruit', 'sausage'})
 1993  30.000        frozenset({'yogurt', 'chicken', 'root vegetables'})
 1994  55.000        frozenset({'soda', 'yogurt', 'sausage'})
 1995  26.000        frozenset({'rolls/buns', 'white bread', 'other vegetables'})
 1996  27.000        frozenset({'rolls/buns', 'beef', 'tropical fruit'})
 1997  35.000        frozenset({'domestic eggs', 'yogurt', 'whipped/sour cream'})
 1998  50.000        frozenset({'pastry', 'other vegetables', 'tropical fruit'})
 1999  35.000        frozenset({'other vegetables', 'chicken', 'citrus fruit'})
 2000  55.000        frozenset({'rolls/buns', 'fruit/vegetable juice', 'whole milk'})
 2001  125.000        frozenset({'root vegetables', 'rolls/buns', 'whole milk'})
 2002  26.000        frozenset({'domestic eggs', 'bottled beer', 'other vegetables'})
 2003  56.000        frozenset({'root vegetables', 'other vegetables', 'onions'})
 2004  32.000        frozenset({'root vegetables', 'rolls/buns', 'pip fruit'})
 2005  31.000        frozenset({'other vegetables', 'chicken', 'sausage'})
 2006  81.000        frozenset({'root vegetables', 'other vegetables', 'soda'})
 2007  38.000        frozenset({'root vegetables', 'yogurt', 'bottled water'})
 2008  30.000        frozenset({'other vegetables', 'ham', 'yogurt'})
 2009  63.000        frozenset({'yogurt', 'tropical fruit', 'pip fruit'})
 2010  55.000        frozenset({'other vegetables', 'whipped/sour cream', 'pip fruit'})
 2011  30.000        frozenset({'yogurt', 'coffee', 'tropical fruit'})
 2012  149.000        frozenset({'yogurt', 'tropical fruit', 'whole milk'})
 2013  25.000        frozenset({'domestic eggs', 'rolls/buns', 'shopping bags'})
 2014  29.000        frozenset({'domestic eggs', 'frankfurter', 'other vegetables'})
 2015  25.000        frozenset({'bottled water', 'bottled beer', 'fruit/vegetable juice'})
 2016  39.000        frozenset({'whipped/sour cream', 'whole milk', 'napkins'})
 2017  36.000        frozenset({'other vegetables', 'tropical fruit', 'grapes'})
 2018  32.000        frozenset({'newspapers', 'whipped/sour cream', 'other vegetables'})
 2019  26.000        frozenset({'bottled water', 'sugar', 'whole milk'})
 2020  51.000        frozenset({'whole milk', 'pip fruit', 'citrus fruit'})
 2021  44.000        frozenset({'other vegetables', 'brown bread', 'sausage'})
 2022  33.000        frozenset({'root vegetables', 'newspapers', 'yogurt'})
 2023  27.000        frozenset({'yogurt', 'chicken', 'rolls/buns'})
 2024  27.000        frozenset({'soda', 'whole milk', 'salty snack'})
 2025  28.000        frozenset({'yogurt', 'tropical fruit', 'white bread'})
 2026  93.000        frozenset({'yogurt', 'fruit/vegetable juice', 'whole milk'})
 2027  42.000        frozenset({'root vegetables', 'other vegetables', 'bottled beer'})
 2028  35.000        frozenset({'yogurt', 'fruit/vegetable juice', 'pip fruit'})
 2029  32.000        frozenset({'whole milk', 'coffee', 'soda'})
 2030  31.000        frozenset({'bottled water', 'domestic eggs', 'rolls/buns'})
 2031  52.000        frozenset({'root vegetables', 'yogurt', 'pip fruit'})
 2032  143.000        frozenset({'root vegetables', 'yogurt', 'whole milk'})
 2033  36.000        frozenset({'chocolate', 'other vegetables', 'yogurt'})
 2034  32.000        frozenset({'other vegetables', 'frankfurter', 'soda'})
 2035  25.000        frozenset({'chocolate', 'soda', 'bottled water'})
 2036  81.000        frozenset({'pastry', 'whole milk', 'soda'})
 2037  26.000        frozenset({'bottled water', 'other vegetables', 'brown bread'})
 2038  31.000        frozenset({'pastry', 'yogurt', 'bottled water'})
 2039  38.000        frozenset({'other vegetables', 'yogurt', 'onions'})
 2040  82.000        frozenset({'other vegetables', 'yogurt', 'soda'})
 2041  33.000        frozenset({'yogurt', 'frozen vegetables', 'whipped/sour cream'})
 2042  27.000        frozenset({'other vegetables', 'curd', 'cream cheese'})
 2043  33.000        frozenset({'whole milk', 'pork', 'sausage'})
 2044  36.000        frozenset({'yogurt', 'whipped/sour cream', 'pip fruit'})
 2045  25.000        frozenset({'whole milk', 'chicken', 'pip fruit'})
 2046  40.000        frozenset({'other vegetables', 'pork', 'whipped/sour cream'})
 2047  32.000        frozenset({'bottled water', 'frozen vegetables', 'whole milk'})
 2048  62.000        frozenset({'other vegetables', 'sugar', 'whole milk'})
 2049  33.000        frozenset({'whole milk', 'yogurt', 'berries'})
 2050  40.000        frozenset({'bottled water', 'newspapers', 'whole milk'})
 2051  42.000        frozenset({'pastry', 'fruit/vegetable juice', 'whole milk'})
 2052  27.000        frozenset({'whole milk', 'cream cheese', 'butter'})
 2053  25.000        frozenset({'root vegetables', 'frankfurter', 'sausage'})
 2054  28.000        frozenset({'yogurt', 'fruit/vegetable juice', 'sausage'})
 2055  25.000        frozenset({'root vegetables', 'domestic eggs', 'margarine'})
 2056  36.000        frozenset({'other vegetables', 'yogurt', 'bottled beer'})
 2057  45.000        frozenset({'bottled water', 'root vegetables', 'tropical fruit'})
 2058  59.000        frozenset({'root vegetables', 'chicken', 'whole milk'})
 2059  66.000        frozenset({'soda', 'whole milk', 'sausage'})
 2060  27.000        frozenset({'sliced cheese', 'whipped/sour cream', 'whole milk'})
 2061  25.000        frozenset({'root vegetables', 'soda', 'napkins'})
 2062  25.000        frozenset({'domestic eggs', 'tropical fruit', 'rolls/buns'})
 2063  34.000        frozenset({'beef', 'whipped/sour cream', 'whole milk'})
 2064  58.000        frozenset({'root vegetables', 'rolls/buns', 'tropical fruit'})
 2065  34.000        frozenset({'tropical fruit', 'soda', 'citrus fruit'})
 2066  51.000        frozenset({'domestic eggs', 'whole milk', 'soda'})
 2067  31.000        frozenset({'tropical fruit', 'whipped/sour cream', 'citrus fruit'})
 2068  29.000        frozenset({'yogurt', 'frankfurter', 'tropical fruit'})
 2069  29.000        frozenset({'rolls/buns', 'soda', 'napkins'})
 2070  47.000        frozenset({'newspapers', 'whole milk', 'soda'})
 2071  56.000        frozenset({'root vegetables', 'other vegetables', 'chicken'})
 2072  71.000        frozenset({'soda', 'other vegetables', 'sausage'})
 2073  72.000        frozenset({'root vegetables', 'whole milk', 'bottled water'})
 2074  28.000        frozenset({'yogurt', 'other vegetables', 'hard cheese'})
